"觀測時間(month)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","降水日數(day)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","最大日降水量(mm)","最大日降水量時間(LST)","相對溼度(%)","A型蒸發量(mm)","日照時數(hour)","全天空日射量(MJ/㎡)","平均日最高紫外線指數","月最高紫外線指數","月最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpDay","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","Precp1DayMax","Precp1DayMaxTime","RH","EvapA","SunShine","GloblRad","UVI Max Mean","UVI Max","UVI Max Time","Cloud Amount"
"01","1015.0","1017.9","1023.6","2020-01-01 10:01","1005.2","2020-01-26 15:01","21.9","29.3","2020-01-24 12:58","15.3","2020-01-20 06:37","17.1","3.3","60","20.9","60","2020-01-01 00:49","57.2","15.6","5","8.0","2020-01-26 08:30","33.5","2020-01-26 08:08","44.5","2020-01-26 00:00","76","113.8","196.7","451.81","...","...","...","4.3"
"02","1017.1","1020.0","1024.2","2020-02-21 09:24","1009.5","2020-02-29 15:44","21.9","29.4","2020-02-25 11:38","15.4","2020-02-18 01:36","17.8","3.6","60","23.8","50","2020-02-05 20:33","53.0","15.0","8","6.0","2020-02-13 16:40","14.5","2020-02-13 15:50","26.0","2020-02-13 00:00","79","105.4","162.9","457.45","...","...","...","5.0"
"03","1012.1","1014.9","1019.5","2020-03-16 09:10","1004.6","2020-03-09 15:05","24.0","31.6","2020-03-27 12:43","18.3","2020-03-16 02:11","20.0","3.1","60","23.2","40","2020-03-05 12:16","12.0","4.6","3","2.5","2020-03-10 12:18","5.0","2020-03-10 12:10","5.5","2020-03-28 00:00","80","143.5","211.8","602.62","...","...","...","4.6"
"04","1012.4","1015.2","1017.0","2020-04-02 10:05","1007.6","2020-04-12 03:20","24.7","32.4","2020-04-19 11:21","17.2","2020-04-15 05:51","19.1","3.5","60","21.5","50","2020-04-24 01:21","6.0","3.6","2","1.0","2020-04-07 02:09","2.5","2020-04-07 02:04","5.5","2020-04-07 00:00","73","170.2","205.5","623.41","...","...","...","4.9"
"05","1006.8","1009.5","1011.8","2020-05-01 09:01","1000.5","2020-05-17 15:09","28.0","34.2","2020-05-15 13:00","23.7","2020-05-20 13:27","25.2","2.3","300","18.5","70","2020-05-12 22:30","220.8","35.7","15","16.5","2020-05-27 09:17","54.5","2020-05-27 08:45","83.0","2020-05-27 00:00","86","148.8","196.9","622.13","...","...","...","5.8"
"06","1006.4","1009.1","1012.3","2020-06-14 22:47","1001.9","2020-06-21 16:58","29.6","33.9","2020-06-11 12:54","24.1","2020-06-09 03:50","26.7","2.3","300","13.3","290","2020-06-21 13:14","80.0","19.2","10","10.0","2020-06-12 06:56","16.0","2020-06-12 06:45","31.5","2020-06-12 00:00","86","174.8","260.2","730.19","...","...","...","4.7"
"07","1005.9","1008.6","1010.2","2020-07-03 22:12","1001.2","2020-07-15 03:12","29.8","34.8","2020-07-23 10:59","25.3","2020-07-30 06:52","26.7","2.2","290","20.2","60","2020-07-30 16:24","246.5","25.8","13","21.0","2020-07-30 06:16","49.0","2020-07-28 11:59","89.5","2020-07-28 00:00","85","172.3","248.2","704.19","...","...","...","4.8"
"08","1004.9","1007.6","1012.3","2020-08-12 21:40","998.8","2020-08-31 15:31","28.5","34.6","2020-08-08 12:47","24.4","2020-08-26 22:35","26.3","2.4","120","15.4","40","2020-08-17 04:29","463.5","66.8","23","17.0","2020-08-05 23:15","33.5","2020-08-25 05:47","107.0","2020-08-26 00:00","89","116.1","164.4","548.49","...","...","...","6.6"
"09","1006.5","1009.2","1011.8","2020-09-18 22:01","998.4","2020-09-01 14:58","28.6","34.2","2020-09-14 12:05","24.2","2020-09-30 05:46","24.5","2.1","60","17.1","60","2020-09-30 21:31","69.5","6.8","6","13.0","2020-09-17 23:26","22.0","2020-09-17 22:50","33.5","2020-09-17 00:00","80","158.4","236.3","630.18","...","...","...","4.5"
"10","1009.0","1011.8","1015.1","2020-10-31 09:16","1001.7","2020-10-22 14:16","26.9","32.4","2020-10-04 12:53","22.0","2020-10-24 07:13","20.9","5.3","40","29.5","50","2020-10-05 05:32","48.0","21.6","12","3.0","2020-10-21 18:23","8.0","2020-10-21 18:13","20.5","2020-10-21 00:00","71","169.2","200.4","559.11","...","...","...","4.6"
"11","1012.7","1015.4","1018.1","2020-11-29 09:32","1002.0","2020-11-06 16:16","25.3","30.6","2020-11-20 11:00","20.5","2020-11-30 06:00","19.5","5.4","40","27.9","60","2020-11-14 09:42","180.0","24.2","6","11.0","2020-11-06 13:55","30.0","2020-11-06 13:11","168.0","2020-11-06 00:00","72","125.1","162.0","439.95","...","...","...","5.6"
"12","1013.3","1016.1","1022.0","2020-12-31 09:24","1007.4","2020-12-29 14:31","22.6","28.7","2020-12-10 11:32","14.2","2020-12-31 04:08","16.5","5.6","40","32.0","20","2020-12-21 01:35","2.0","4.3","2","0.5","2020-12-08 04:02","0.5","2020-12-08 03:12","1.5","2020-12-21 00:00","69","117.4","97.0","348.35","...","...","...","7.1"
